Date,State,Confirmed,Deceased,Recovered
2020-03-31,Puducherry,0,0,0
2020-03-31,Punjab,1,1,0
2020-03-31,Rajasthan,14,0,0
2020-03-31,Sikkim,0,0,0
2020-03-31,State Unassigned,0,0,0
2020-03-31,Tamil Nadu,57,0,2
2020-03-31,Telangana,20,0,0
2020-03-31,Total,309,6,15
2020-03-31,Tripura,0,0,0
2020-03-31,Uttar Pradesh,8,0,0
2020-03-31,Uttarakhand,0,0,0
2020-03-31,West Bengal,15,1,3
2020-04-01,Andaman and Nicobar Islands,0,0,0
2020-04-01,Andhra Pradesh,67,0,1
2020-04-01,Arunachal Pradesh,0,0,0
2020-04-01,Assam,15,0,0
2020-04-01,Bihar,3,0,0
2020-04-01,Chandigarh,2,0,0
2020-04-01,Chhattisgarh,0,0,0
2020-04-01,DD,0,0,0
2020-04-01,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-01,Delhi,32,0,0
2020-04-01,Goa,0,0,0
2020-04-01,Gujarat,13,0,0
2020-04-01,Haryana,0,0,10
2020-04-01,Himachal Pradesh,0,0,0
2020-04-01,Jammu and Kashmir,7,0,1
2020-04-01,Jharkhand,0,0,0
2020-04-01,Karnataka,9,0,1
2020-04-01,Kerala,24,0,2
2020-04-01,Ladakh,0,0,0
2020-04-01,Lakshadweep,0,0,0
2020-04-01,Madhya Pradesh,32,1,0
2020-04-01,Maharashtra,33,3,0
2020-04-01,Manipur,0,0,0
2020-04-01,Meghalaya,0,0,0
2020-04-01,Mizoram,0,0,0
2020-04-01,Nagaland,0,0,0
2020-04-01,Odisha,1,0,1
2020-04-01,Puducherry,2,0,0
2020-04-01,Punjab,4,0,0
2020-04-01,Rajasthan,27,0,0
2020-04-01,Sikkim,0,0,0
2020-04-01,State Unassigned,0,0,0
2020-04-01,Tamil Nadu,110,0,0
2020-04-01,Telangana,30,3,0
2020-04-01,Total,424,9,16
2020-04-01,Tripura,0,0,0
2020-04-01,Uttar Pradesh,13,2,0
2020-04-01,Uttarakhand,0,0,0
2020-04-01,West Bengal,0,0,0
2020-04-02,Andaman and Nicobar Islands,0,0,0
2020-04-02,Andhra Pradesh,38,0,0
2020-04-02,Arunachal Pradesh,1,0,0
2020-04-02,Assam,0,0,0
2020-04-02,Bihar,5,0,3
2020-04-02,Chandigarh,1,0,0
2020-04-02,Chhattisgarh,0,0,1
2020-04-02,DD,0,0,0
2020-04-02,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-02,Delhi,141,2,2
2020-04-02,Goa,0,0,0
2020-04-02,Gujarat,1,1,5
2020-04-02,Haryana,6,0,0
2020-04-02,Himachal Pradesh,3,0,0
2020-04-02,Jammu and Kashmir,8,0,1
2020-04-02,Jharkhand,1,0,0
2020-04-02,Karnataka,14,0,2
2020-04-02,Kerala,21,0,2
2020-04-02,Ladakh,0,0,0
2020-04-02,Lakshadweep,0,0,0
2020-04-02,Madhya Pradesh,9,2,0
2020-04-02,Maharashtra,88,8,3
2020-04-02,Manipur,1,0,0
2020-04-02,Meghalaya,0,0,0
2020-04-02,Mizoram,0,0,0
2020-04-02,Nagaland,0,0,0
2020-04-02,Odisha,0,0,0
2020-04-02,Puducherry,2,0,0
2020-04-02,Punjab,1,1,0
2020-04-02,Rajasthan,13,0,0
2020-04-02,Sikkim,0,0,0
2020-04-02,State Unassigned,0,0,0
2020-04-02,Tamil Nadu,75,0,0
2020-04-02,Telangana,27,0,3
2020-04-02,Total,486,14,22
2020-04-02,Tripura,0,0,0
2020-04-02,Uttar Pradesh,11,0,0
2020-04-02,Uttarakhand,3,0,0
2020-04-02,West Bengal,16,0,0
2020-04-03,Andaman and Nicobar Islands,0,0,0
2020-04-03,Andhra Pradesh,15,1,0
2020-04-03,Arunachal Pradesh,0,0,0
2020-04-03,Assam,7,0,0
2020-04-03,Bihar,2,0,0
2020-04-03,Chandigarh,0,0,0
2020-04-03,Chhattisgarh,0,0,0
2020-04-03,DD,0,0,0
2020-04-03,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-03,Delhi,93,2,0
2020-04-03,Goa,1,0,0
2020-04-03,Gujarat,7,2,0
2020-04-03,Haryana,9,0,0
2020-04-03,Himachal Pradesh,0,1,0
2020-04-03,Jammu and Kashmir,5,0,0
2020-04-03,Jharkhand,0,0,0
2020-04-03,Karnataka,4,1,0
2020-04-03,Kerala,9,0,14
2020-04-03,Ladakh,1,0,0
2020-04-03,Lakshadweep,0,0,0
2020-04-03,Madhya Pradesh,47,0,0
2020-04-03,Maharashtra,64,5,8
2020-04-03,Manipur,0,0,0
2020-04-03,Meghalaya,0,0,0
2020-04-03,Mizoram,0,0,0
2020-04-03,Nagaland,0,0,0
2020-04-03,Odisha,15,0,1
2020-04-03,Puducherry,0,0,0
2020-04-03,Punjab,6,0,0
2020-04-03,Rajasthan,46,0,0
2020-04-03,Sikkim,0,0,0
2020-04-03,State Unassigned,0,0,0
2020-04-03,Tamil Nadu,102,0,0
2020-04-03,Telangana,75,2,15
2020-04-03,Total,560,14,38
2020-04-03,Tripura,0,0,0
2020-04-03,Uttar Pradesh,46,0,0
2020-04-03,Uttarakhand,6,0,0
2020-04-03,West Bengal,0,0,0
2020-04-04,Andaman and Nicobar Islands,0,0,0
2020-04-04,Andhra Pradesh,28,0,0
2020-04-04,Arunachal Pradesh,0,0,0
2020-04-04,Assam,3,0,0
2020-04-04,Bihar,1,0,0
2020-04-04,Chandigarh,0,0,3
2020-04-04,Chhattisgarh,1,0,0
2020-04-04,DD,0,0,0
2020-04-04,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-04,Delhi,59,0,8
2020-04-04,Goa,1,0,0
2020-04-04,Gujarat,13,1,3
2020-04-04,Haryana,26,0,1
2020-04-04,Himachal Pradesh,7,0,0
2020-04-04,Jammu and Kashmir,17,0,0
2020-04-04,Jharkhand,0,0,0
2020-04-04,Karnataka,16,0,0
2020-04-04,Kerala,11,0,8
2020-04-04,Ladakh,0,0,0
2020-04-04,Lakshadweep,0,0,0
2020-04-04,Madhya Pradesh,25,3,0
2020-04-04,Maharashtra,148,6,2
2020-04-04,Manipur,0,0,0
2020-04-04,Meghalaya,0,0,0
2020-04-04,Mizoram,0,0,0
2020-04-04,Nagaland,0,0,0
2020-04-04,Odisha,1,0,0
2020-04-04,Puducherry,0,0,0
2020-04-04,Punjab,12,0,2
2020-04-04,Rajasthan,27,1,22
2020-04-04,Sikkim,0,0,0
2020-04-04,State Unassigned,0,0,0
2020-04-04,Tamil Nadu,74,2,2
2020-04-04,Telangana,43,0,1
2020-04-04,Total,579,13,56
2020-04-04,Tripura,0,0,0
2020-04-04,Uttar Pradesh,60,0,4
2020-04-04,Uttarakhand,6,0,0
2020-04-04,West Bengal,0,0,0
2020-04-05,Andaman and Nicobar Islands,0,0,0
2020-04-05,Andhra Pradesh,64,0,3
2020-04-05,Arunachal Pradesh,0,0,0
2020-04-05,Assam,0,0,0
2020-04-05,Bihar,0,0,0
2020-04-05,Chandigarh,0,0,2
2020-04-05,Chhattisgarh,0,0,5
2020-04-05,DD,0,0,0
2020-04-05,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-05,Delhi,58,1,0
2020-04-05,Goa,0,0,0
2020-04-05,Gujarat,20,1,8
2020-04-05,Haryana,6,0,0
2020-04-05,Himachal Pradesh,1,0,0
2020-04-05,Jammu and Kashmir,14,0,1
2020-04-05,Jharkhand,1,0,0
2020-04-05,Karnataka,7,0,1
2020-04-05,Kerala,8,0,6
2020-04-05,Ladakh,0,0,0
2020-04-05,Lakshadweep,0,0,0
2020-04-05,Madhya Pradesh,14,2,3
2020-04-05,Maharashtra,112,13,4
2020-04-05,Manipur,0,0,0
2020-04-05,Meghalaya,0,0,0
2020-04-05,Mizoram,0,0,0
2020-04-05,Nagaland,0,0,0
2020-04-05,Odisha,18,0,0
2020-04-05,Puducherry,0,0,0
2020-04-05,Punjab,3,2,1
2020-04-05,Rajasthan,60,0,0
2020-04-05,Sikkim,0,0,0
2020-04-05,State Unassigned,0,0,0
2020-04-05,Tamil Nadu,86,2,0
2020-04-05,Telangana,62,0,0
2020-04-05,Total,609,22,43
2020-04-05,Tripura,0,0,0
2020-04-05,Uttar Pradesh,44,1,0
2020-04-05,Uttarakhand,4,0,2
2020-04-05,West Bengal,27,0,7
2020-04-06,Andaman and Nicobar Islands,0,0,0
2020-04-06,Andhra Pradesh,47,2,0
2020-04-06,Arunachal Pradesh,0,0,0
2020-04-06,Assam,0,0,0
2020-04-06,Bihar,0,0,6
2020-04-06,Chandigarh,0,0,0
2020-04-06,Chhattisgarh,0,0,0
2020-04-06,DD,0,0,0
2020-04-06,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-06,Delhi,22,0,0
2020-04-06,Goa,0,0,0
2020-04-06,Gujarat,18,1,1
2020-04-06,Haryana,20,2,0
2020-04-06,Himachal Pradesh,4,0,0
2020-04-06,Jammu and Kashmir,3,0,0
2020-04-06,Jharkhand,1,0,0
2020-04-06,Karnataka,12,0,8
2020-04-06,Kerala,13,0,3
2020-04-06,Ladakh,0,0,7
2020-04-06,Lakshadweep,0,0,0
2020-04-06,Madhya Pradesh,63,2,8
2020-04-06,Maharashtra,121,7,14
2020-04-06,Manipur,0,0,1
2020-04-06,Meghalaya,0,0,0
2020-04-06,Mizoram,0,0,0
2020-04-06,Nagaland,0,0,0
2020-04-06,Odisha,1,0,0
2020-04-06,Puducherry,0,0,0
2020-04-06,Punjab,11,0,0
2020-04-06,Rajasthan,35,1,0
2020-04-06,Sikkim,0,0,0
2020-04-06,State Unassigned,0,0,0
2020-04-06,Tamil Nadu,50,1,5
2020-04-06,Telangana,30,0,12
2020-04-06,Total,484,16,65
2020-04-06,Tripura,1,0,0
2020-04-06,Uttar Pradesh,27,0,0
2020-04-06,Uttarakhand,5,0,0
2020-04-06,West Bengal,0,0,0
2020-04-07,Andaman and Nicobar Islands,0,0,0
2020-04-07,Andhra Pradesh,11,1,0
2020-04-07,Arunachal Pradesh,0,0,0
2020-04-07,Assam,2,0,0
2020-04-07,Bihar,6,0,6
2020-04-07,Chandigarh,0,0,2
2020-04-07,Chhattisgarh,0,0,1
2020-04-07,DD,0,0,0
2020-04-07,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-07,Delhi,51,2,4
2020-04-07,Goa,0,0,0
2020-04-07,Gujarat,29,2,3
2020-04-07,Haryana,33,0,2
2020-04-07,Himachal Pradesh,9,0,1
2020-04-07,Jammu and Kashmir,16,1,0
2020-04-07,Jharkhand,0,0,0
2020-04-07,Karnataka,12,0,5
2020-04-07,Kerala,9,0,12
2020-04-07,Ladakh,0,0,0
2020-04-07,Lakshadweep,0,0,0
2020-04-07,Madhya Pradesh,34,6,10
2020-04-07,Maharashtra,150,12,9
2020-04-07,Manipur,0,0,0
2020-04-07,Meghalaya,0,0,0
2020-04-07,Mizoram,0,0,0
2020-04-07,Nagaland,0,0,0
2020-04-07,Odisha,2,1,0
2020-04-07,Puducherry,0,0,1
2020-04-07,Punjab,20,1,10
2020-04-07,Rajasthan,42,0,0
2020-04-07,Sikkim,0,0,0
2020-04-07,State Unassigned,0,0,0
2020-04-07,Tamil Nadu,69,1,6
2020-04-07,Telangana,40,0,0
2020-04-07,Total,572,27,75
2020-04-07,Tripura,0,0,0
2020-04-07,Uttar Pradesh,27,0,0
2020-04-07,Uttarakhand,0,0,0
2020-04-07,West Bengal,11,0,3
2020-04-08,Andaman and Nicobar Islands,1,0,0
2020-04-08,Andhra Pradesh,34,0,1
2020-04-08,Arunachal Pradesh,0,0,0
2020-04-08,Assam,0,0,0
2020-04-08,Bihar,1,0,0
2020-04-08,Chandigarh,0,0,0
2020-04-08,Chhattisgarh,0,0,0
2020-04-08,DD,0,0,0
2020-04-08,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-08,Delhi,93,0,1
2020-04-08,Goa,0,0,0
2020-04-08,Gujarat,11,2,0
2020-04-08,Haryana,24,0,1
2020-04-08,Himachal Pradesh,0,0,0
2020-04-08,Jammu and Kashmir,33,0,2
2020-04-08,Jharkhand,0,0,0
2020-04-08,Karnataka,6,1,3
2020-04-08,Kerala,9,0,13
2020-04-08,Ladakh,0,0,0
2020-04-08,Lakshadweep,0,0,0
2020-04-08,Madhya Pradesh,51,3,4
2020-04-08,Maharashtra,117,8,38
2020-04-08,Manipur,0,0,0
2020-04-08,Meghalaya,0,0,0
2020-04-08,Mizoram,0,0,0
2020-04-08,Nagaland,0,0,0
2020-04-08,Odisha,0,0,0
2020-04-08,Puducherry,0,0,0
2020-04-08,Punjab,7,1,0
2020-04-08,Rajasthan,40,1,20
2020-04-08,Sikkim,0,0,0
2020-04-08,State Unassigned,0,0,0
2020-04-08,Tamil Nadu,48,1,2
2020-04-08,Telangana,49,0,0
2020-04-08,Total,565,20,96
2020-04-08,Tripura,0,0,0
2020-04-08,Uttar Pradesh,29,1,10
2020-04-08,Uttarakhand,4,0,1
2020-04-08,West Bengal,8,2,0
2020-04-09,Andaman and Nicobar Islands,0,0,10
2020-04-09,Andhra Pradesh,15,2,4
2020-04-09,Arunachal Pradesh,0,0,0
2020-04-09,Assam,1,0,0
2020-04-09,Bihar,19,0,0
2020-04-09,Chandigarh,0,0,0
2020-04-09,Chhattisgarh,8,0,0
2020-04-09,DD,0,0,0
2020-04-09,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-09,Delhi,51,3,4
2020-04-09,Goa,0,0,0
2020-04-09,Gujarat,76,2,1
2020-04-09,Haryana,3,0,0
2020-04-09,Himachal Pradesh,1,0,0
2020-04-09,Jammu and Kashmir,26,1,0
2020-04-09,Jharkhand,9,1,0
2020-04-09,Karnataka,16,1,2
2020-04-09,Kerala,12,0,13
2020-04-09,Ladakh,0,0,0
2020-04-09,Lakshadweep,0,0,0
2020-04-09,Madhya Pradesh,70,9,0
2020-04-09,Maharashtra,229,25,8
2020-04-09,Manipur,0,0,0
2020-04-09,Meghalaya,0,0,0
2020-04-09,Mizoram,0,0,0
2020-04-09,Nagaland,0,0,0
2020-04-09,Odisha,6,0,0
2020-04-09,Puducherry,0,0,0
2020-04-09,Punjab,24,1,4
2020-04-09,Rajasthan,80,0,15
2020-04-09,Sikkim,0,0,0
2020-04-09,State Unassigned,0,0,0
2020-04-09,Tamil Nadu,96,0,6
2020-04-09,Telangana,18,1,0
2020-04-09,Total,813,46,70
2020-04-09,Tripura,0,0,0
2020-04-09,Uttar Pradesh,49,0,0
2020-04-09,Uttarakhand,0,0,0
2020-04-09,West Bengal,4,0,3
2020-04-10,Andaman and Nicobar Islands,0,0,0
2020-04-10,Andhra Pradesh,18,0,0
2020-04-10,Arunachal Pradesh,0,0,0
2020-04-10,Assam,0,1,0
2020-04-10,Bihar,2,0,0
2020-04-10,Chandigarh,1,0,0
2020-04-10,Chhattisgarh,0,0,0
2020-04-10,DD,0,0,0
2020-04-10,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-10,Delhi,183,2,2
2020-04-10,Goa,0,0,1
2020-04-10,Gujarat,116,1,7
2020-04-10,Haryana,6,0,4
2020-04-10,Himachal Pradesh,0,0,0
2020-04-10,Jammu and Kashmir,23,0,0
2020-04-10,Jharkhand,1,0,0
2020-04-10,Karnataka,10,0,4
2020-04-10,Kerala,7,0,27
2020-04-10,Ladakh,1,0,1
2020-04-10,Lakshadweep,0,0,0
2020-04-10,Madhya Pradesh,40,4,12
2020-04-10,Maharashtra,210,12,63
2020-04-10,Manipur,0,0,0
2020-04-10,Meghalaya,0,0,0
2020-04-10,Mizoram,0,0,0
2020-04-10,Nagaland,0,0,0
2020-04-10,Odisha,2,0,10
2020-04-10,Puducherry,2,0,0
2020-04-10,Punjab,21,1,2
2020-04-10,Rajasthan,98,0,0
2020-04-10,Sikkim,0,0,0
2020-04-10,State Unassigned,0,0,0
2020-04-10,Tamil Nadu,77,1,17
2020-04-10,Telangana,16,0,0
2020-04-10,Total,871,22,151
2020-04-10,Tripura,1,0,0
2020-04-10,Uttar Pradesh,23,0,1
2020-04-10,Uttarakhand,0,0,0
2020-04-10,West Bengal,13,0,0
2020-04-11,Andaman and Nicobar Islands,0,0,0
2020-04-11,Andhra Pradesh,24,0,0
2020-04-11,Arunachal Pradesh,0,0,0
2020-04-11,Assam,0,0,0
2020-04-11,Bihar,4,0,0
2020-04-11,Chandigarh,0,0,0
2020-04-11,Chhattisgarh,7,0,0
2020-04-11,DD,0,0,0
2020-04-11,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-11,Delhi,166,5,0
2020-04-11,Goa,0,0,4
2020-04-11,Gujarat,90,3,11
2020-04-11,Haryana,3,0,0
2020-04-11,Himachal Pradesh,4,0,6
2020-04-11,Jammu and Kashmir,17,0,0
2020-04-11,Jharkhand,3,0,0
2020-04-11,Karnataka,8,0,5
2020-04-11,Kerala,10,1,19
2020-04-11,Ladakh,0,0,0
2020-04-11,Lakshadweep,0,0,0
2020-04-11,Madhya Pradesh,78,4,1
2020-04-11,Maharashtra,187,17,20
2020-04-11,Manipur,0,0,0
2020-04-11,Meghalaya,0,0,0
2020-04-11,Mizoram,0,0,0
2020-04-11,Nagaland,0,0,0
2020-04-11,Odisha,4,0,0
2020-04-11,Puducherry,0,0,0
2020-04-11,Punjab,7,1,0
2020-04-11,Rajasthan,139,6,56
2020-04-11,Sikkim,0,0,0
2020-04-11,State Unassigned,0,0,0
2020-04-11,Tamil Nadu,58,1,0
2020-04-11,Telangana,16,2,51
2020-04-11,Total,854,40,186
2020-04-11,Tripura,0,0,0
2020-04-11,Uttar Pradesh,19,1,13
2020-04-11,Uttarakhand,0,0,0
2020-04-11,West Bengal,10,0,0
2020-04-12,Andaman and Nicobar Islands,0,0,0
2020-04-12,Andhra Pradesh,15,1,2
2020-04-12,Arunachal Pradesh,0,0,0
2020-04-12,Assam,1,0,0
2020-04-12,Bihar,0,0,11
2020-04-12,Chandigarh,2,0,0
2020-04-12,Chhattisgarh,6,0,1
2020-04-12,DD,0,0,0
2020-04-12,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-12,Delhi,85,5,1
2020-04-12,Goa,0,0,0
2020-04-12,Gujarat,48,2,0
2020-04-12,Haryana,16,1,8
2020-04-12,Himachal Pradesh,0,0,4
2020-04-12,Jammu and Kashmir,21,0,0
2020-04-12,Jharkhand,2,1,0
2020-04-12,Karnataka,17,0,15
2020-04-12,Kerala,2,0,36
2020-04-12,Ladakh,0,0,0
2020-04-12,Lakshadweep,0,0,0
2020-04-12,Madhya Pradesh,33,3,3
2020-04-12,Maharashtra,221,22,9
2020-04-12,Manipur,0,0,0
2020-04-12,Meghalaya,0,0,0
2020-04-12,Mizoram,0,0,0
2020-04-12,Nagaland,0,0,0
2020-04-12,Odisha,0,0,0
2020-04-12,Puducherry,0,0,0
2020-04-12,Punjab,12,0,3
2020-04-12,Rajasthan,104,2,5
2020-04-12,Sikkim,0,0,0
2020-04-12,State Unassigned,0,0,0
2020-04-12,Tamil Nadu,106,1,6
2020-04-12,Telangana,28,2,7
2020-04-12,Total,758,42,114
2020-04-12,Tripura,0,0,0
2020-04-12,Uttar Pradesh,31,0,0
2020-04-12,Uttarakhand,0,0,0
2020-04-12,West Bengal,8,2,3
2020-04-13,Andaman and Nicobar Islands,0,0,0
2020-04-13,Andhra Pradesh,19,0,0
2020-04-13,Arunachal Pradesh,0,0,0
2020-04-13,Assam,2,0,0
2020-04-13,Bihar,2,0,2
2020-04-13,Chandigarh,0,0,0
2020-04-13,Chhattisgarh,0,0,0
2020-04-13,DD,0,0,0
2020-04-13,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-13,Delhi,356,4,3
2020-04-13,Goa,0,0,0
2020-04-13,Gujarat,56,2,10
2020-04-13,Haryana,1,0,7
2020-04-13,Himachal Pradesh,0,0,0
2020-04-13,Jammu and Kashmir,25,0,10
2020-04-13,Jharkhand,5,0,0
2020-04-13,Karnataka,15,2,6
2020-04-13,Kerala,3,0,19
2020-04-13,Ladakh,2,0,1
2020-04-13,Lakshadweep,0,0,0
2020-04-13,Madhya Pradesh,52,7,10
2020-04-13,Maharashtra,352,11,12
2020-04-13,Manipur,0,0,0
2020-04-13,Meghalaya,1,0,0
2020-04-13,Mizoram,0,0,0
2020-04-13,Nagaland,0,0,0
2020-04-13,Odisha,1,0,6
2020-04-13,Puducherry,0,0,0
2020-04-13,Punjab,6,0,2
2020-04-13,Rajasthan,93,0,0
2020-04-13,Sikkim,0,0,0
2020-04-13,State Unassigned,0,0,0
2020-04-13,Tamil Nadu,98,0,8
2020-04-13,Telangana,61,1,0
2020-04-13,Total,1243,27,112
2020-04-13,Tripura,0,0,0
2020-04-13,Uttar Pradesh,75,0,4
2020-04-13,Uttarakhand,0,0,2
2020-04-13,West Bengal,18,0,10
2020-04-14,Andaman and Nicobar Islands,0,0,0
2020-04-14,Andhra Pradesh,45,4,4
2020-04-14,Arunachal Pradesh,0,0,0
2020-04-14,Assam,1,0,0
2020-04-14,Bihar,0,0,1
2020-04-14,Chandigarh,0,0,0
2020-04-14,Chhattisgarh,2,0,3
2020-04-14,DD,0,0,0
2020-04-14,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-14,Delhi,51,2,0
2020-04-14,Goa,0,0,0
2020-04-14,Gujarat,78,2,5
2020-04-14,Haryana,2,0,4
2020-04-14,Himachal Pradesh,1,0,1
2020-04-14,Jammu and Kashmir,8,0,14
2020-04-14,Jharkhand,3,0,0
2020-04-14,Karnataka,13,2,11
2020-04-14,Kerala,8,0,13
2020-04-14,Ladakh,0,0,0
2020-04-14,Lakshadweep,0,0,0
2020-04-14,Madhya Pradesh,127,3,13
2020-04-14,Maharashtra,346,18,30
2020-04-14,Manipur,0,0,0
2020-04-14,Meghalaya,0,0,0
2020-04-14,Mizoram,0,0,0
2020-04-14,Nagaland,0,0,0
2020-04-14,Odisha,5,0,0
2020-04-14,Puducherry,0,0,0
2020-04-14,Punjab,8,1,2
2020-04-14,Rajasthan,108,0,26
2020-04-14,Sikkim,0,0,0
2020-04-14,State Unassigned,0,0,0
2020-04-14,Tamil Nadu,31,1,23
2020-04-14,Telangana,52,1,7
2020-04-14,Total,1031,37,167
2020-04-14,Tripura,0,0,0
2020-04-14,Uttar Pradesh,102,3,1
2020-04-14,Uttarakhand,2,0,2
2020-04-14,West Bengal,38,0,7
2020-04-15,Andaman and Nicobar Islands,0,0,0
2020-04-15,Andhra Pradesh,41,3,4
2020-04-15,Arunachal Pradesh,0,0,1
2020-04-15,Assam,0,0,2
2020-04-15,Bihar,6,0,0
2020-04-15,Chandigarh,0,0,2
2020-04-15,Chhattisgarh,0,0,4
2020-04-15,DD,0,0,0
2020-04-15,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-15,Delhi,17,2,10
2020-04-15,Goa,0,0,1
2020-04-15,Gujarat,116,5,5
2020-04-15,Haryana,6,0,2
2020-04-15,Himachal Pradesh,2,0,0
2020-04-15,Jammu and Kashmir,22,0,6
2020-04-15,Jharkhand,1,0,0
2020-04-15,Karnataka,19,2,9
2020-04-15,Kerala,1,0,7
2020-04-15,Ladakh,1,0,0
2020-04-15,Lakshadweep,0,0,0
2020-04-15,Madhya Pradesh,197,0,0
2020-04-15,Maharashtra,236,9,36
2020-04-15,Manipur,0,0,0
2020-04-15,Meghalaya,6,1,0
2020-04-15,Mizoram,0,0,0
2020-04-15,Nagaland,0,0,0
2020-04-15,Odisha,0,0,1
2020-04-15,Puducherry,0,0,0
2020-04-15,Punjab,2,0,0
2020-04-15,Rajasthan,71,0,0
2020-04-15,Sikkim,0,0,0
2020-04-15,State Unassigned,0,0,0
2020-04-15,Tamil Nadu,38,2,37
2020-04-15,Telangana,6,0,8
2020-04-15,Total,886,27,144
2020-04-15,Tripura,0,0,1
2020-04-15,Uttar Pradesh,75,3,7
2020-04-15,Uttarakhand,0,0,0
2020-04-15,West Bengal,23,0,1
2020-04-16,Andaman and Nicobar Islands,0,0,1
2020-04-16,Andhra Pradesh,9,0,0
2020-04-16,Arunachal Pradesh,0,0,0
2020-04-16,Assam,2,0,3
2020-04-16,Bihar,11,0,8
2020-04-16,Chandigarh,0,0,0
2020-04-16,Chhattisgarh,3,0,6
2020-04-16,DD,0,0,0
2020-04-16,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-16,Delhi,62,6,11
2020-04-16,Goa,0,0,0
2020-04-16,Gujarat,163,3,9
2020-04-16,Haryana,11,0,8
2020-04-16,Himachal Pradesh,0,0,3
2020-04-16,Jammu and Kashmir,14,0,2
2020-04-16,Jharkhand,1,0,0
2020-04-16,Karnataka,36,1,2
2020-04-16,Kerala,7,0,27
2020-04-16,Ladakh,0,0,2
2020-04-16,Lakshadweep,0,0,0
2020-04-16,Madhya Pradesh,226,2,6
2020-04-16,Maharashtra,285,7,5
2020-04-16,Manipur,0,0,0
2020-04-16,Meghalaya,2,0,0
2020-04-16,Mizoram,0,0,0
2020-04-16,Nagaland,0,0,0
2020-04-16,Odisha,0,0,0
2020-04-16,Puducherry,0,0,0
2020-04-16,Punjab,11,1,2
2020-04-16,Rajasthan,55,0,17
2020-04-16,Sikkim,0,0,0
2020-04-16,State Unassigned,0,0,0
2020-04-16,Tamil Nadu,25,1,62
2020-04-16,Telangana,50,0,68
2020-04-16,Total,1061,26,258
2020-04-16,Tripura,0,0,0
2020-04-16,Uttar Pradesh,70,2,11
2020-04-16,Uttarakhand,0,0,0
2020-04-16,West Bengal,18,3,5
2020-04-17,Andaman and Nicobar Islands,1,0,0
2020-04-17,Andhra Pradesh,38,0,15
2020-04-17,Arunachal Pradesh,0,0,0
2020-04-17,Assam,0,0,4
2020-04-17,Bihar,2,0,0
2020-04-17,Chandigarh,0,0,0
2020-04-17,Chhattisgarh,0,0,1
2020-04-17,DD,0,0,0
2020-04-17,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-17,Delhi,67,4,20
2020-04-17,Goa,0,0,0
2020-04-17,Gujarat,170,5,13
2020-04-17,Haryana,8,0,21
2020-04-17,Himachal Pradesh,3,0,0
2020-04-17,Jammu and Kashmir,14,1,4
2020-04-17,Jharkhand,3,0,0
2020-04-17,Karnataka,44,0,6
2020-04-17,Kerala,1,0,10
2020-04-17,Ladakh,0,0,0
2020-04-17,Lakshadweep,0,0,0
2020-04-17,Madhya Pradesh,146,14,0
2020-04-17,Maharashtra,120,7,31
2020-04-17,Manipur,0,0,0
2020-04-17,Meghalaya,0,0,0
2020-04-17,Mizoram,0,0,0
2020-04-17,Nagaland,0,0,0
2020-04-17,Odisha,0,0,2
2020-04-17,Puducherry,0,0,0
2020-04-17,Punjab,14,0,1
2020-04-17,Rajasthan,98,6,19
2020-04-17,Sikkim,0,0,0
2020-04-17,State Unassigned,0,0,0
2020-04-17,Tamil Nadu,56,0,103
2020-04-17,Telangana,66,0,0
2020-04-17,Total,922,38,273
2020-04-17,Tripura,0,0,0
2020-04-17,Uttar Pradesh,44,1,14
2020-04-17,Uttarakhand,3,0,0
2020-04-17,West Bengal,24,0,9
2020-04-18,Andaman and Nicobar Islands,2,0,0
2020-04-18,Andhra Pradesh,31,2,7
2020-04-18,Arunachal Pradesh,0,0,0
2020-04-18,Assam,0,0,3
2020-04-18,Bihar,1,1,5
2020-04-18,Chandigarh,2,0,0
2020-04-18,Chhattisgarh,0,0,1
2020-04-18,DD,0,0,0
2020-04-18,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-18,Delhi,186,1,135
2020-04-18,Goa,0,0,0
2020-04-18,Gujarat,277,12,7
2020-04-18,Haryana,9,0,14
2020-04-18,Himachal Pradesh,1,0,0
2020-04-18,Jammu and Kashmir,13,0,9
2020-04-18,Jharkhand,1,0,0
